"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)","Folder","Condition 1","Condition 2","Condition 3","Condition 4"
"18716034",-85.696994014134,58.1999959347771,143.896989948911,291.699979624991,-85.0999940558344,0.139064333633354,1.43761111111111,0.0967329290644346,0.44,2.72,21.74,"RN_CTR_2744_7.1Hz","RN","CTR","2744","7.1Hz"
"18716043",-88.1889938400698,58.8299958907722,147.018989730842,289.999979743733,-54.6999961792491,0.22391714737574,2.37283333333333,0.0943669933451175,0.899999999999999,10.1,35.34,"RN_CTR_2744_7.1Hz","RN","CTR","2744","7.1Hz"
"18716047",-78.0839945458959,39.8299972179068,117.913991763803,265.799981434086,-17.3999987846241,0.334697209761632,2.63322222222222,0.127105569342786,2.12,9.06,43.54,"RN_CTR_2744_7.1Hz","RN","CTR","2744","7.1Hz"
"18716052",-85.6209940194425,50.3299964844903,135.950990503933,361.899974721582,-23.1999983794991,0.131993265821488,2.75822222222222,0.0478544711727923,2.04,11.24,41.54,"RN_CTR_2744_7.1Hz","RN","CTR","2744","7.1Hz"
"18716056",-72.2349949544438,59.7499958265109,131.984990780955,265.499981455039,-36.3999974574893,0.391265752256556,6.66788888888889,0.0586791050025663,2.2,22.5,100.08,"RN_CTR_2744_7.1Hz","RN","CTR","2744","7.1Hz"
"18711000",-74.2769948118117,61.7499956868125,136.026990498624,181.6999873084,-56.2999960674878,0.299341870702305,1.88627777777778,0.158694479799767,0.639999999999998,6.72,28,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18711005",-70.803995054398,67.5799952795918,138.38399033399,283.699980183791,-58.0999959417616,0.29698484809835,1.86844444444444,0.158947647055492,0.580000000000004,5.52,27.3,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18711019",-75.9199946970495,49.1499965669123,125.069991263962,328.599977047554,-31.5999977927654,0.23334523779156,2.20905555555556,0.105631221996532,0.899999999999995,4.59999999999999,33.32,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18711023",-73.6729948540006,63.0299955974056,136.702990451406,205.69998563202,-83.4999941675915,0.254558441227157,1.18522222222222,0.214776973005008,0.500000000000001,1.18,18.36,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18711027",-78.3069945303195,50.6299964635355,128.936990993855,370.799974099915,-38.9999972758825,0.285199735078574,2.31372222222222,0.123264466382076,0.879999999999998,6.02,34.14,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18711031",-68.7259951995446,53.1699962861186,121.895991485663,344.699975922967,-26.999998114072,0.367695526217006,2.68788888888889,0.136797145052005,1.1,6.12,40.48,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712004",-75.3209947388892,55.7499961059077,131.070990844797,342.19997609761,-21.4999984982426,0.351196367989318,2.87683333333333,0.122077411965466,3.54,16.36,45.68,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712008",-73.9049948377956,65.0499954563102,138.954990294106,378.599973555094,-40.8999971431684,0.424264068711928,2.55166666666667,0.166269393355426,1.64,12.7,41,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712010",-78.2729945326944,58.8599958886767,137.132990421371,355.916641806171,-54.1999962141747,0.190918830920369,1.42505555555556,0.133972903846502,0.619999999999998,3.58,19.34,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712017",-73.5399948632906,54.3899962009026,127.929991064193,343.29997602078,-27.7999980581921,0.263986531642978,2.44322222222222,0.108048514474819,1.1,6.18,36.7,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712021",-69.8879951183798,71.4199950113709,141.307990129751,289.099979806601,-58.4999959138236,0.334697209761633,1.99011111111111,0.168180162350215,0.62,6.68,29.72,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712026",-74.0679948264102,56.0899960821589,130.157990908569,364.999974505054,-17.2999987916088,0.275771644662752,2.0635,0.133642667633997,2.9,11,30.62,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712032",-74.8589947711595,53.7699962442091,128.628991015369,362.299974693633,-15.0999989452772,0.74953318805774,3.20311111111111,0.234001619693342,4.22,18.62,47.72,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712036",-72.9209949065272,64.1099955219684,137.030990428496,360.59997481239,-45.1999968428176,0.337054232365588,2.45594444444444,0.137240169714764,2,11.56,36.24,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712040",-74.7479947789128,59.4599958467672,134.20799062568,380.699973408408,-32.599997722916,0.252201418623203,1.54205555555556,0.163548853810486,1.04,5.18,23.7,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18712044",-72.2279949549327,68.7099952006622,140.937990155595,295.69997934559,-54.3999962002052,0.452548339959391,2.50788888888889,0.18044991624804,0.699999999999999,8.08,36.8,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713000",-76.7739946373983,61.4199957098628,138.193990347261,529.099963042798,-46.9999967170891,0.179133717900592,1.53611111111111,0.116615078560964,1.24,7.52,22.5,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713004",-73.2139948860614,62.6499956239483,135.86399051001,441.599969154601,-30.2999978835696,1.03944696834423,4.23438888888889,0.245477445652607,4.12,26.88,63.04,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713008",-77.3449945975144,61.719995688908,139.064990286422,493.599965522433,-49.1999965634209,0.249844396019247,1.83055555555556,0.136485557764687,2.02,11.54,26.08,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713012",-75.7389947096922,64.3899955024107,140.128990212103,455.099968211633,-51.499996402766,0.186204785712459,1.37672222222222,0.135252255470895,0.660000000000001,3.56,20.8,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713017",-78.2879945316466,60.9199957447874,139.207990276434,462.999967659809,-54.9999961582938,0.685893577750951,2.3005,0.29814978385175,0.619999999999998,4.24,35.56,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713021",-75.5029947261766,78.3599945266175,153.862989252794,326.999977159317,-96.299993273521,0.579827560572969,2.10988888888889,0.274814263265929,0.440000000000003,3.38,31.34,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18713025",-81.3699943163714,61.3499957147522,142.719990031124,400.699972011424,-54.4999961932184,0.186204785712457,1.53838888888889,0.121038826435456,0.66,3.96,23.96,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
"18716001",-80.4579943800739,50.5299964705204,130.987990850594,284.799980106957,-39.3999972479427,0.476118565998941,2.39222222222222,0.199027733116139,1.16,6.88,36.56,"RN_CTR_DMSO_1Hz","RN","CTR","DMSO","1Hz"
